MGRNU,STAT_CDE,A004_KND_C,HOL,VEL,AW_SN_QUA,AW_SN_LENX,EVE_CDE,OD_PE_CDE,GU_CDE,DONG_CDE,JIBUN,NW_PE_CDE,WORK_CDE,VIEW_CDE,ROD_GBN_CD,TFC_BSS_CD,SIXID,ESB_YMD,CAE_YMD,HISID,CTK_MGRNU,CRS_MGRNU,FRM_CDE,CSS_CDE,RN_CDE,MNG_AGEN,geometry,length_m
06-0000047331,001,002,,,4.0,006,001,200,230,10700,산1-199임,200,001,002,001,109,4385175,20161231,20161231,152661.0,2016-0107-164,06-047331,004,396,,,"POLYGON ((203729.71809850898 554652.799740301, 203735.689741349 554654.292651011, 203739.645954729 554636.900241249, 203733.59966636 554635.48197607, 203729.71809850898 554652.799740301))",1.5m
06-0000038231,001,003,0.0,0.0,0.0,,001,200,230,10400,60-1학,200,001,002,001,109,53028710,20161231,20161231,99427.0,2016-0107-164,06-038231,004,565,,,"POLYGON ((205112.68014624898 553145.984501599, 205116.26313195 553152.40401765, 205119.84611766 553150.537879269, 205116.412423029 553144.043717677, 205112.68014624898 553145.984501599))",
06-0000040269,001,002,,,4.0,006,001,200,230,10400,60-4대,200,001,002,001,109,5302878,20161231,20161231,109729.0,2016-0107-164,06-040269,004,565,,,"POLYGON ((205091.23437500102 553125.06249987, 205112.680146253 553131.876495537, 205114.906250001 553125.874999869, 205093.39062500102 553119.312499869, 205091.23437500102 553125.06249987, 205091.23437500102 553125.06249987))",1.5m
06-0000014827,001,002,,,4.0,006,001,200,230,10400,60-1학,200,001,002,001,109,5302796,20161231,20161231,97454.0,2016-0107-164,06-014827,004,3476,,,"POLYGON ((205059.53125 553220.6874998681, 205063.671874999 553213.24999987, 205048.76562500102 553204.62499987, 205044.5 553212.18749987, 205059.53125 553220.6874998681))",1.5m
06-0000014824,001,002,0.0,0.0,4.0,006,001,200,230,10400,304학,200,001,002,001,109,5303448,20161231,20161231,104863.0,2016-0107-164,06-014824,004,3478,,,"POLYGON ((204912.752360999 553474.969476371, 204915.663536879 553470.11751657, 204900.883720859 553461.68257106, 204897.972544981 553466.68382194, 204912.752360999 553474.969476371))",1.5m
06-0000043636,001,002,,,4.0,006,001,200,230,10400,304학,200,001,002,001,109,5303362,20161231,20161231,113096.0,2016-0107-164,06-043636,004,3479,,,"POLYGON ((204863.884069619 553564.4064580611, 204867.765637459 553557.763005409, 204851.34361967 553548.133731341, 204847.6113429 553554.702538462, 204863.884069619 553564.4064580611))",1.5m
06-0000014579,001,002,,,4.0,006,001,200,230,10400,57대,200,001,002,001,109,5323743,20161231,20161231,108665.0,2016-0107-164,06-014579,004,3470,,,"POLYGON ((206043.312499999 553479.18749987, 206047.21875 553479.06249987, 206047.15625 553470.937499869, 206029.421875 553471.18749987, 206029.390625 553479.312499871, 206043.312499999 553479.18749987))",1.5m
06-0000013705,001,002,,,4.0,006,001,200,230,10500,470-19도,200,001,002,001,109,4390297,20161231,20161231,96757.0,2016-0107-164,06-013705,005,55,,,"POLYGON ((204326.765058366 552260.678067666, 204330.945208349 552256.647208753, 204300.86305756803 552229.252297248, 204296.757553121 552233.432447233, 204326.765058366 552260.678067666))",1.5m
06-0000023960,001,003,,,0.0,,001,200,230,10200,29-9대,200,001,002,001,109,43713610,20161231,20161231,58602.0,2016-0107-164,06-023960,004,5122,,,"POLYGON ((203333.393488153 552596.983718968, 203337.45598815402 552589.921218968, 203334.70598815402 552587.046218969, 203330.268488153 552593.9837189689, 203333.393488153 552596.983718968))",
06-0000031551,001,002,,,4.0,006,001,200,230,10200,29-6대,200,001,002,001,109,43713611,20161231,20161231,108164.0,2016-0107-164,06-031551,004,5122,,,"POLYGON ((203347.31401637 552592.363658089, 203367.774131195 552591.0406717111, 203367.39913119402 552584.978171712, 203346.711631193 552586.5406717111, 203347.31401637 552592.363658089))",1.5m
06-0000023485,001,002,,,4.0,006,001,200,230,11000,345-2천,200,001,002,001,109,5338179,20161231,20161231,100152.0,2016-0107-162,06-023485,004,5351,,,"POLYGON ((206237.219943288 556131.463826704, 206253.641961084 556133.180674019, 206254.31377090298 556127.28367672, 206238.041044179 556125.49218387, 206237.219943288 556131.463826704))",1.5m
06-0000047343,001,003,0.0,0.0,0.0,,001,200,230,10400,60-159대,200,001,002,002,109,5302772,20161231,20161231,152673.0,2016-0107-162,06-047343,004,565,,,"POLYGON ((205068.881901839 553120.0414035111, 205071.56914112 553119.36959369, 205070.225521481 553114.9655070989, 205067.61292774 553115.637316921, 205068.881901839 553120.0414035111))",
06-0000047337,001,003,,,,,001,200,230,10900,183-271도,200,001,002,002,109,5305641,20161231,20161231,152667.0,2016-0107-163,06-047337,004,,,,"POLYGON ((205004.674837136 554483.354138766, 205013.035137105 554484.249885191, 205013.333719248 554481.33870931, 205005.04806481302 554480.517608418, 205004.674837136 554483.354138766))",
06-0000046240,001,002,,,4.0,006,001,200,230,10800,1-5 학,200,001,002,001,109,4395581,20181224,20181224,151537.0,2018-0107-103,06-046240,005,7276,,,"POLYGON ((204469.375 554662.749999869, 204469.375 554662.749999869, 204475.328125 554662.43749987, 204474.546874999 554648.562499871, 204468.453125 554648.874999872, 204469.375 554662.749999869))",1.5m
06-0000048334,001,002,,,4.0,006,001,200,230,10600,106-6대,200,001,002,001,109,5322652,20191220,20191220,153664.0,2019-0107-136,06-048334,004,8153,,,"POLYGON ((205982.846265931 553033.206845198, 206001.158765931 553028.394345201, 205999.53376593 553022.7068452, 205981.59626593 553027.2068452, 205982.846265931 553033.206845198))",1.5m
06-0000048333,001,003,0.0,0.0,0.0,,001,200,230,10500,268-1대,200,001,002,001,109,53004110,20191220,20191220,153663.0,2019-0107-136,06-048333,004,3394,,,"POLYGON ((204897.880301109 551844.52425498, 204923.38030111 551844.08675498, 204925.63030111 551841.89925498, 204923.69280111 551839.961754977, 204897.94280111 551840.39925498, 204897.880301109 551844.52425498))",
06-0000046487,001,003,,,,005,001,200,230,10500,295-353대,200,001,002,002,109,5301572,20180531,20180531,151812.0,2018-0207-031,06-046487,004,,,,"POLYGON ((204930.359375 552643.5625, 204931.59375 552642.5625, 204933.09375 552641.9375, 204933.71875 552641.75, 204934.296875 552641.75, 204934.765625 552641.75, 204935.046875 552641.6875, 204936.578125 552635.4375, 204935.859375 552635.1875, 204935.40625 552635, 204934.53125 552634.25, 204933.6875 552633.375, 204933.21875 552632.4375, 204930.359375 552643.5625, 204930.359375 552643.5625))",1.4m
06-0000046488,001,003,,,,,001,200,230,10500,295-26 도,200,001,002,001,109,5301482,20180531,20180531,151813.0,2018-0207-031,06-046488,004,,,,"POLYGON ((204907.484375 552690.0625, 204920.046875 552692.75, 204919.6875 552691.9375, 204919.46875 552691.375, 204919.359375 552690.875, 204919.328125 552690.5, 204919.296875 552689.9375, 204919.328125 552689.5, 204907.5625 552686.9375, 204907.109375 552687.5, 204906.578125 552688, 204906.125 552688.4375, 204905.640625 552688.5625, 204907.484375 552690.0625, 204907.484375 552690.0625))",
06-0000046490,001,003,,,,,001,200,230,10500,295-26 도,200,001,002,001,109,5301492,20180531,20180531,151815.0,2018-0207-031,06-046490,004,,,,"POLYGON ((204903.546875 552709.625, 204903.546875 552709.625, 204914.828125 552711.8125, 204914.921875 552711.5, 204915.3125 552710.875, 204915.578125 552710.4375, 204915.90625 552709.9375, 204916.6875 552709.125, 204904.09375 552706.6875, 204903.546875 552709.625))",
06-0000046492,001,003,,,,,001,200,230,10400,295-431대,200,001,002,002,109,5302419,20180531,20180531,151817.0,2018-0207-031,06-046492,004,,,,"POLYGON ((204886.52500003 552833.643744121, 204897.712500031 552834.393744121, 204898.087500029 552830.456244119, 204886.650000031 552829.581244121, 204886.52500003 552833.643744121))",
06-0000046493,001,003,,,,,001,200,230,10400,295-48대,200,001,002,002,109,5302417,20180531,20180531,151818.0,2018-0207-031,06-046493,004,,,,"POLYGON ((204885.073150274 552852.369780701, 204886.323150274 552833.807280701, 204884.135650274 552835.1822807, 204883.198150274 552851.057280701, 204883.635650274 552851.557280702, 204885.073150274 552852.369780701))",
06-0000046495,001,003,,,,,001,200,230,10400,295-48대,200,001,002,002,109,5302416,20180531,20180531,151820.0,2018-0207-031,06-046495,004,,,,"POLYGON ((204896.943534424 552853.50781834, 204898.35937500102 552853.56249987, 204898.953125 552853.18749987, 204900.031250001 552838.4374998681, 204898.031250001 552838.24999987, 204896.943534424 552853.50781834))",
06-0000046496,001,003,,,,,001,200,230,10400,204-205도,200,001,002,002,109,5302339,20180531,20180531,151821.0,2018-0207-031,06-046496,004,3447,,,"POLYGON ((204874.0625 552907.1875, 204875.328125 552906.9375, 204876.21875 552906.625, 204878.015625 552906, 204876.515625 552901.375, 204875.4375 552901.6875, 204874.125 552902.125, 204873.15625 552902.3125, 204872.625 552902.4375, 204874.0625 552907.1875, 204874.0625 552907.1875))",
06-0000047403,001,003,,,,,001,200,230,11000,63-5대,200,001,002,002,109,5318783,20190331,20190331,152733.0,2018-0207-101,06-047403,004,,,,"POLYGON ((205553.664657082 556176.410927207, 205562.472830264 556178.426356663, 205562.99534901098 556175.739117389, 205554.411112437 556173.798333465, 205553.664657082 556176.410927207))",
06-0000047402,001,001,,,2.0,001,001,200,230,11000,63-15대,200,001,002,002,109,5318982,20190331,20190331,152732.0,2018-0207-101,06-047402,004,,,,"POLYGON ((205636.81978355598 556196.3412851669, 205641.223870147 556190.6682244741, 205638.238048731 556187.980985199, 205633.61002553202 556193.7286914269, 205636.81978355598 556196.3412851669))",1m
06-0000047401,001,003,,,,,001,200,230,11000,63-13대,200,001,002,002,109,5318981,20190331,20190331,152731.0,2018-0207-101,06-047401,004,,,,"POLYGON ((205662.04311674502 556199.600654487, 205664.357128342 556196.017668786, 205655.10108194902 556189.598152737, 205652.563133744 556193.1811384391, 205662.04311674502 556199.600654487))",
06-0000021663,001,003,0.0,0.0,0.0,,001,200,230,10700,14학,200,001,002,001,109,4394643,20161220,20161220,78640.0,2016-0104-001,06-021663,005,,,,"POLYGON ((204498.625 553958.8125, 204497.0625 553961.1875, 204501.53125 553967.8125, 204503.484375 553967.1875, 204504.984375 553967.1875, 204498.90625 553958.125, 204498.625 553958.8125))",
06-0000041833,001,003,,,,,001,200,230,10700,447-34대,200,001,002,001,109,4384402,20161220,20161220,111293.0,2016-0104-001,06-041833,004,,,,"POLYGON ((203898.109375 553813.9375, 203898.109375 553813.9375, 203902 553814, 203906.5 553794.875, 203903.625 553791.125, 203898.109375 553813.9375))",
06-0000037150,001,002,,,4.0,006,001,200,230,10100,53-3 대,200,001,002,001,109,43427310,20181130,20181130,107130.0,2018-0207-091,06-037150,004,52,,,"POLYGON ((202069.077481259 552921.356541478, 202074.750541959 552924.043780762, 202080.559021071 552912.727319399, 202074.750541959 552909.637192421, 202069.077481259 552921.356541478))",1.5m
06-0000014713,001,002,,,4.0,006,001,200,230,10100,237-8도,200,001,002,001,109,4351491,20181130,20181130,100852.0,2018-0207-091,06-014713,004,4108,,,"POLYGON ((202394.71875 552698.24999987, 202394.984374999 552717.999999871, 202403.000000001 552718.06249987, 202402.71875 552698.1874998681, 202394.71875 552698.24999987))",1.5m
06-0000046497,001,003,,,,,001,200,230,10400,204-194대,200,001,002,002,109,5302435,20180531,20180531,151822.0,2018-0207-031,06-046497,004,3447,,,"POLYGON ((204880.96875 552916.625, 204880.96875 552916.625, 204887.203125 552921.8125, 204886.421875 552919.8125, 204886.1875 552918.375, 204886.1875 552917.9375, 204886.234375 552915.6875, 204881.203125 552911.9375, 204881.140625 552914.375, 204881.078125 552915.625, 204880.96875 552916.625, 204880.96875 552916.625, 204880.96875 552916.625))",
06-0000044975,001,002,,,4.0,006,001,200,230,10600,127-21대,200,001,002,001,109,5321563,20161231,20161231,150233.0,2016-0107-162,06-044975,004,7313,,,"POLYGON ((205982.1403867 552579.710746618, 205971.91394834 552563.139437748, 205963.1804207 552564.1098297089, 205963.1804207 552564.1098297089, 205973.45312500102 552580.499999739, 205982.1403867 552579.710746618))",1.5m
06-0000043279,001,001,,,2.0,006,001,200,230,11000,285-4도,200,001,002,001,109,5318686,20190331,20190331,112739.0,2018-0207-101,06-043279,004,5681,,,"POLYGON ((205494.64144477103 556162.130191733, 205494.34286263 556173.476313112, 205498.373721541 556173.77489525, 205498.672303691 556162.8020015421, 205494.64144477103 556162.130191733))",1.5m
06-0000027093,001,003,0.0,0.0,2.0,,001,200,230,10200,480대,200,001,002,001,109,4383119,20181130,20181130,90775.0,2018-0207-091,06-027093,004,499,,,"POLYGON ((203754.920157081 553323.13939991, 203756.860940999 553318.884604389, 203744.09655444 553288.50387147, 203742.08112498902 553293.7290589489, 203754.920157081 553323.13939991))",
06-0000014096,001,002,,,4.0,006,001,200,230,10200,39-86대,200,001,002,001,109,4371785,20181130,20181130,100053.0,2018-0207-091,06-014096,004,3344,,,"POLYGON ((203551.046875 552672.312499742, 203558.609374999 552669.499999739, 203553.78125 552656.812499742, 203546.21875 552659.8124997391, 203551.046875 552672.312499742))",1.5m
06-0000014064,001,002,,,4.0,006,001,200,230,10200,821도,200,001,002,001,109,43831110,20181130,20181130,90773.0,2018-0207-091,06-014064,004,499,,,"POLYGON ((203726.515625 553312.5624997411, 203733.921875 553315.624999739, 203744.05000002502 553288.606244306, 203736.484374999 553286.124999741, 203726.515625 553312.5624997411))",1.5m
06-0000014018,001,002,,,4.0,006,001,200,230,10400,587철,200,001,002,001,109,4392272,20181130,20181130,90704.0,2018-0207-091,06-014018,004,3406,,,"POLYGON ((204316.019682499 553103.117644139, 204312.73527894 553097.9671022, 204298.62727274 553107.297794129, 204301.837030761 553112.299045, 204316.019682499 553103.117644139))",1.5m
06-0000047237,001,002,,,4.0,006,001,200,230,10500,95-5 도,200,001,002,001,109,5322524,20181130,20181130,152567.0,2018-0207-091,06-047237,004,6511,,,"POLYGON ((205941.17639739803 552863.66579867, 205959.389908043 552859.784230827, 205957.822351799 552852.319677283, 205939.08632240602 552856.49982727, 205941.17639739803 552863.66579867))",1.5m
06-0000046245,001,002,0.0,0.0,4.0,006,001,200,230,10400,39도,200,001,002,001,109,43931811,20181130,20181130,151542.0,2018-0207-091,06-046245,004,3349,,,"POLYGON ((204264.312500001 553673.249999608, 204272.750000001 553664.93749961, 204266.750000001 553659.31249961, 204258.703125 553667.624999613, 204264.312500001 553673.249999608, 204264.312500001 553673.249999608))",1.5m
06-0000023505,001,002,,,4.0,006,001,200,230,10900,120-4도,200,001,002,001,109,53255810,20181130,20181130,63605.0,2018-0207-091,06-023505,004,468,,,"POLYGON ((205962.390624999 554680.499999739, 205969.92187500102 554683.374999741, 205974.48437500102 554670.874999742, 205966.921875 554668.124999742, 205962.390624999 554680.499999739))",1.5m
06-0000047241,001,003,,,,,001,200,230,10700,207대,200,001,002,001,109,4385271,,,152571.0,,06-047241,004,,,,"POLYGON ((203783.686820634 554638.617088693, 203786.15012330198 554636.0791404881, 203777.565886728 554627.121676237, 203775.027938523 554629.584978906, 203783.686820634 554638.617088693))",
06-0000047345,001,003,,,,,001,200,230,10900,1031-450천,200,001,002,002,109,5334423,,,152675.0,,06-047345,004,,,,"POLYGON ((206381.445037537 553897.023138562, 206384.654795561 553892.693697507, 206382.266138426 553890.976850192, 206379.131025938 553895.306291247, 206381.445037537 553897.023138562))",
06-0000014062,001,003,0.0,0.0,0.0,,001,200,230,10200,849 도,200,001,002,001,109,4372488,20181130,20181130,103581.0,2018-0207-091,06-014062,004,500,,,"POLYGON ((203407.94022258 553166.124017501, 203404.49361428 553162.453593179, 203400.64413219 553165.5868937089, 203403.77904184 553169.459547111, 203407.94022258 553166.124017501))",
06-0000037157,001,002,0.0,0.0,2.0,006,001,200,230,10200,187-83대,200,001,002,001,109,4352663,20181130,20181130,100276.0,2018-0207-091,06-037157,004,4526,,,"POLYGON ((202489.837320229 553071.53512352, 202489.837320229 553071.53512352, 202492.16816568 553065.1889082191, 202484.66291462 553062.730273991, 202482.566728171 553068.8423253989, 202489.837320229 553071.53512352))",1.5m
06-0000019498,001,002,0.0,0.0,4.0,006,001,200,230,10100,91-141대,200,001,002,001,109,43521010,20181130,20181130,100780.0,2018-0207-091,06-019498,004,4529,,,"POLYGON ((202251.15625 552765.749999741, 202256.34375 552774.187499739, 202263.24999999898 552770.1874997411, 202258.328125 552761.5624997391, 202251.15625 552765.749999741))",1.5m
06-0000019499,001,002,0.0,0.0,4.0,006,001,200,230,10100,91-233대,200,001,002,001,109,43521010,20181130,20181130,100779.0,2018-0207-091,06-019499,004,4529,,,"POLYGON ((202258.031249999 552777.1874997381, 202261.96875 552783.624999739, 202268.843750001 552779.499999741, 202264.87499999898 552772.999999742, 202258.031249999 552777.1874997381))",1.5m
06-0000014408,001,002,,,4.0,006,001,200,230,10600,955-18전,200,001,002,001,109,5209852,20181130,20181130,109007.0,2018-0207-091,06-014408,004,121,,,"POLYGON ((205116.703125 551521.43749987, 205122.5 551515.874999869, 205098.828124999 551485.9999998669, 205093.3125 551491.99999987, 205116.703125 551521.43749987))",1.5m
06-0000047215,001,002,,,4.0,006,001,200,230,10100,764-6대,200,001,002,001,109,4352148,20181130,20181130,152545.0,2018-0207-091,06-047215,004,4525,,,"POLYGON ((202239.638292169 552985.905744298, 202247.40142785 552988.2197558989, 202252.10409658 552974.55962291, 202244.26631536 552972.320256851, 202239.638292169 552985.905744298))",1.5m
06-0000036961,001,002,,,4.0,006,001,200,230,10400,821도,200,001,002,001,109,43831110,20181130,20181130,90776.0,2018-0207-091,06-036961,004,499,,,"POLYGON ((203755.1875 553323.187499739, 203762.68749999898 553326.062499742, 203772.36250002403 553300.231244307, 203764.90781776898 553297.007044488, 203755.1875 553323.187499739))",1.5m
06-0000014068,001,003,0.0,0.0,2.0,002,001,200,230,10300,480대,200,001,002,001,109,43831110,20181130,20181130,102560.0,2018-0207-091,06-014068,004,499,,,"POLYGON ((203736.781250001 553316.43749961, 203762.125000001 553304.624999609, 203763.921875 553299.499999612, 203735.015625 553312.87499961, 203734.168698229 553315.376264228, 203736.781250001 553316.43749961))",1.1m
06-0000037169,001,002,0.0,0.0,4.0,001,001,200,230,10200,620-100대,200,001,002,001,109,4372799,20181130,20181130,107127.0,2018-0207-091,06-037169,004,3348,,,"POLYGON ((203562.40624999898 553236.6249996109, 203569.890624999 553239.49999961, 203575.484375 553226.3124996121, 203567.6875 553223.5624996121, 203562.40624999898 553236.6249996109))",1m
