MGRNU,STAT_CDE,A004_KND_C,HOL,VEL,AW_SN_QUA,AW_SN_LENX,EVE_CDE,OD_PE_CDE,GU_CDE,DONG_CDE,JIBUN,NW_PE_CDE,WORK_CDE,VIEW_CDE,ROD_GBN_CD,TFC_BSS_CD,SIXID,ESB_YMD,CAE_YMD,HISID,CTK_MGRNU,CRS_MGRNU,FRM_CDE,CSS_CDE,RN_CDE,MNG_AGEN,geometry,length_m
06-0000014369,001,002,15.0,8.0,4.0,006,001,200,230,10600,297-10대,200,001,002,001,109,5321953,20151231,20151231,76655.0,2015-0104-007,06-014369,004,3422,,,"POLYGON ((206173.5 552562, 206172 552543.6875, 206163.90625 552544.375, 206165.703125 552562.6875, 206173.5 552562))",1.5m
06-0000040276,001,002,,,4.0,006,001,200,230,11000,262-48대,200,001,002,001,109,5316393,20181221,20181221,109736.0,2018-0207-105,06-040276,004,274,,,"POLYGON ((205321.4391646 555228.256729007, 205338.532992214 555218.9260370771, 205341.742750238 555210.267154966, 205316.960432473 555223.404769202, 205317.48295122202 555224.9723254449, 205321.4391646 555228.256729007))",1.5m
06-0000014776,001,002,,,4.0,006,001,200,230,10300,205-78도,200,001,002,001,109,4374777,20161231,20161231,94208.0,2016-0107-164,06-014776,004,3485,,,"POLYGON ((203547.288646951 554114.583392815, 203541.53864695 554114.583392815, 203541.038646952 554129.0833928139, 203547.038646952 554129.0833928139, 203547.288646951 554114.583392815))",1.5m
06-0000047332,001,003,,,,,001,200,230,11000,42-1철,200,001,002,001,109,5328483,20161231,20161231,152662.0,2016-0107-164,06-047332,004,3365,,,"POLYGON ((205908.55040377902 556162.025632729, 205911.237643061 556163.294606833, 205915.1192109 556153.8146238291, 205912.325000036 556152.656244642, 205908.55040377902 556162.025632729))",
06-0000014673,001,002,,,4.0,006,001,200,230,10300,122-388 천,200,001,002,001,109,4374272,20161231,20161231,101076.0,2016-0107-164,06-014673,004,3486,,,"POLYGON ((203283.58140088 554103.70537424, 203276.714011621 554103.18285549, 203275.89291073103 554120.873847391, 203282.61100892 554121.172429531, 203283.58140088 554103.70537424))",1.5m
06-0000014772,001,002,,,4.0,006,001,200,230,10700,205-818대,200,001,002,001,109,43749710,20161231,20161231,101081.0,2016-0107-164,06-014772,004,3484,,,"POLYGON ((203679.140624999 554120.124999872, 203673.89456904802 554119.894414459, 203673.595986907 554134.4502938689, 203678.83027756 554134.6028273089, 203679.140624999 554120.124999872))",1.5m
06-0000040076,001,002,,,4.0,006,001,200,230,10500,21-17종,200,001,002,001,109,5209794,,,109536.0,2013-0407-002,06-040076,004,,,,"POLYGON ((205031.96093749898 551735.54687487, 205035.96093749898 551731.671874869, 205027.210937498 551722.234374868, 205027.210937498 551722.234374868, 205023.398437499 551726.171874869, 205031.96093749898 551735.54687487))",1.5m
06-0000040080,001,002,,,2.0,006,001,200,230,10500,19-70도,200,001,002,001,109,5209787,,,109540.0,2013-0407-002,06-040080,004,,,,"POLYGON ((205034.86250003 551683.918743978, 205033.48750003 551678.79374399, 205028.112500031 551679.9187439891, 205029.296875 551685.15624974, 205034.86250003 551683.918743978))",1.5m
06-0000040078,001,002,,,4.0,006,001,200,230,10500,19-41대,200,001,002,001,109,5209881,,,109538.0,2013-0407-002,06-040078,004,,,,"POLYGON ((205079.390624999 551690.656249868, 205079.390625 551690.531249868, 205083.953125 551686.156249869, 205076.453124999 551678.218749868, 205071.703124999 551682.656249869, 205079.390625 551690.531249868, 205079.390624999 551690.656249868))",1.5m
06-0000040747,001,003,,,,,001,200,230,10500,476-11대,200,001,002,001,109,4391907,,,110207.0,2014-0204-006,06-040747,004,,,,"POLYGON ((204657.89062500102 552260.281249739, 204664.859375 552267.781249741, 204667.250000001 552267.37499974, 204668.9765625 552265.6874998681, 204661.164062499 552257.3124997411, 204657.89062500102 552260.281249739))",
06-0000040741,001,003,,,,,001,200,230,10500,521-8대,200,001,002,002,109,4391636,,,110201.0,2014-0204-006,06-040741,004,,,,"POLYGON ((204496.273437502 552422.624999869, 204498.02343750102 552424.374999869, 204505.96093749898 552417.0624998681, 204504.335937499 552415.1874998681, 204496.273437502 552422.624999869))",
06-0000024602,001,003,,,0.0,,001,200,230,10700,산4-102임,200,001,002,002,109,4395054,20161220,20161220,77441.0,2016-0104-002,06-024602,005,,,,"POLYGON ((204200.398670254 554509.75200067, 204194.086170255 554518.939500669, 204195.77367025302 554520.0645006681, 204202.02367025503 554511.002000669, 204200.398670254 554509.75200067))",
06-0000027103,001,003,0.0,0.0,0.0,,001,200,230,10800,1-5 학,200,001,002,002,109,4396902,20161220,20161220,82521.0,2016-0104-002,06-027103,005,,,,"POLYGON ((204628.390625 554778.0625, 204630.625 554789.625, 204634.015625 554789.8125, 204631.578125 554776.4375, 204630.734375 554777.5, 204628.390625 554778.0625))",
06-0000041207,001,002,,,4.0,001,001,200,230,10200,207-6대,200,001,002,002,109,4352641,,,110667.0,2015-0107-010,06-041207,004,,,,"POLYGON ((202482.812499999 552967.28124987, 202483.562499999 552960.156249871, 202472.1875 552959.093749871, 202471.49999999898 552966.218749872, 202482.812499999 552967.28124987))",1m
06-0000041831,001,003,,,,,001,200,230,10200,622 대,200,001,002,001,109,4372792,20161220,20161220,111291.0,2016-0104-001,06-041831,004,3348,,,"POLYGON ((203549 553215.3125, 203563.640625 553221.0625, 203564.78125 553217.1875, 203550.671875 553211.75, 203549 553215.3125, 203549 553215.3125))",
06-0000040768,001,003,,,,,001,200,230,10500,105-1학,200,001,002,001,109,53011310,,,110228.0,2014-0204-006,06-040768,004,6975,,,"POLYGON ((204777.9609375 552412.89062487, 204773.0625 552400.06249974, 204767.6484375 552398.4531248689, 204774.7109375 552417.265624869, 204777.9609375 552412.89062487, 204777.890624999 552413.09374974, 204777.9609375 552412.89062487))",
06-0000040764,001,003,,,,,001,200,230,10500,298학,200,001,002,001,109,5301032,,,110224.0,2014-0204-006,06-040764,004,,,,"POLYGON ((204691.51562500102 552448.406249868, 204691.51562500102 552448.406249868, 204697.74999999898 552445.281249869, 204692.296875 552433.874999869, 204686.0625 552436.9374998681, 204691.51562500102 552448.406249868))",
06-0000036592,001,002,0.0,0.0,4.0,006,001,200,230,10500,335-16 대,200,001,002,001,109,4391754,,,89871.0,2014-0204-006,06-036592,004,3414,,,"POLYGON ((204535.234375 552563.125, 204539.3125 552567.875, 204557.484375 552552.875, 204558.625 552551.8125, 204556.625 552549.3125, 204554.8125 552547.1875, 204535.234375 552563.125))",1.5m
06-0000040742,001,003,,,,,001,200,230,10500,521-8대,200,001,002,002,109,4391635,20161220,20161220,110202.0,2016-0104-001,06-040742,004,,,,"POLYGON ((204506.140625 552417, 204506.140625 552417, 204507.640625 552415.6875, 204507.890625 552414.375, 204500.75 552406.5, 204498.53125 552408.5625, 204506.140625 552417))",
06-0000041830,001,003,,,,,001,200,230,10200,899-6 대,200,001,002,001,109,4372583,20161220,20161220,111290.0,2016-0104-001,06-041830,004,500,,,"POLYGON ((203434.09375 553177.375, 203441.140625 553178.5, 203441.625 553174.5, 203434.984375 553173.4375, 203434.09375 553177.375))",
06-0000041829,001,003,,,,,001,200,230,10300,856도,200,001,002,002,109,43723810,20161220,20161220,111289.0,2016-0104-001,06-041829,004,500,,,"POLYGON ((203332.197999999 553196.864999868, 203340.198 553196.739999868, 203340.323000001 553194.1774998681, 203332.073000001 553194.23999987, 203332.197999999 553196.864999868))",
06-0000014652,001,003,15.0,8.0,0.0,,001,200,230,10900,329-8대,200,006,002,001,109,5306804,20151231,20151231,59706.0,2015-0104-008,06-014652,005,3358,,,"POLYGON ((205109.334477569 554797.553895271, 205113.887124815 554806.020887877, 205114.67985203402 554806.655812472, 205116.595420267 554805.52954978, 205111.64728887202 554796.292123031, 205109.334477569 554797.553895271))",
06-0000038383,001,002,0.0,0.0,4.0,006,001,200,230,11000,284-1 학,200,001,002,001,109,5306927,20151231,20151231,108080.0,2015-0104-008,06-038383,005,6509,,,"POLYGON ((205147.421875 554898.25, 205159.90625 554892.625, 205156.90625 554886.375, 205144.546875 554892.625, 205147.421875 554898.25))",1.5m
06-0000041206,001,003,,,0.0,,001,200,230,10600,348공,200,001,002,001,109,5239191,,,110666.0,2015-0107-010,06-041206,004,3424,,,"POLYGON ((206222.21875 551722.9374998681, 206222.21875 551722.9374998681, 206225.156250001 551723.874999868, 206231.875000001 551711.87499987, 206228.6875 551711.06249987, 206222.21875 551722.9374998681))",
06-0000041205,001,003,,,0.0,,001,200,230,10600,348공,200,001,002,001,109,5239093,,,110665.0,2015-0107-010,06-041205,004,3424,,,"POLYGON ((206219.031250001 551715.874999868, 206232.953124999 551720.8124998681, 206234.875 551718.06249987, 206222.6875 551713.812499867, 206219.031250001 551715.874999868, 206219.031250001 551715.874999868))",
06-0000037305,001,003,0.0,0.0,0.0,,001,200,230,10200,103-42도,200,006,002,001,109,4353862,20151231,20151231,92556.0,2015-0104-005,06-037305,005,,,,"POLYGON ((202617.02543436902 553575.864101004, 202614.130314724 553575.271709098, 202613.14266751803 553580.098508392, 202616.037787165 553580.690900302, 202617.02543436902 553575.864101004))",
06-0000014524,001,003,15.0,8.0,0.0,,001,200,230,10700,7학,200,001,002,001,109,4394558,20151231,20151231,79551.0,2015-0104-008,06-014524,005,3481,,,"POLYGON ((204445.84375 554035.5, 204462.28125 554030.25, 204459.515625 554028.0625, 204446.375 554032.4375, 204445.84375 554035.5))",
06-0000014121,001,002,15.0,8.0,4.0,006,001,200,230,10400,59-17대,200,001,002,001,109,5302878,20151231,20151231,99618.0,2015-0104-007,06-014121,004,565,,,"POLYGON ((205117.734375 553123.75, 205125.953125 553125.5625, 205129.84375 553107.375, 205121.515625 553105.3125, 205117.734375 553123.75))",1.5m
06-0000040181,001,002,,,4.0,006,001,200,230,10300,844-6 대,200,006,002,001,109,4373427,20151231,20151231,109641.0,2015-0104-005,06-040181,005,3088,,,"POLYGON ((203406.453125 553373.3125, 203406.453125 553373.3125, 203405.984375 553365.3125, 203387.4375 553366, 203387.625 553373.75, 203406.453125 553373.3125))",1.5m
06-0000041856,001,003,,,,,001,200,230,11000,257-472대,200,001,002,002,109,5317221,20161220,20161220,111316.0,2016-0104-003,06-041856,005,,,,"POLYGON ((205283.078125 555392.0625, 205283.078125 555392.0625, 205287.375 555389.4375, 205284.796875 555385.25, 205280.5 555388.0625, 205283.078125 555392.0625))",
06-0000014055,001,002,15.0,8.0,4.0,006,001,200,230,10300,853 도,200,006,002,001,109,4373442,20151231,20151231,109040.0,2015-0104-005,06-014055,005,3489,,,"POLYGON ((203392.203125 553483.0625, 203411.640625 553482.125, 203411.484375 553475.5625, 203391.9375 553476.75, 203392.15625 553481.875, 203392.203125 553483.0625))",1.5m
06-0000038194,001,003,0.0,0.0,0.0,,001,200,230,10300,1142-22 임,200,001,002,002,109,4374392,20161220,20161220,108237.0,2016-0104-003,06-038194,005,3086,,,"POLYGON ((203331.609375 554254.5625, 203331.609375 554254.5625, 203335.015625 554248.125, 203332.9375 554244.5625, 203328.5625 554253.375, 203331.609375 554254.5625))",
06-0000014053,001,002,15.0,8.0,4.0,006,001,200,230,10300,740-3대,200,006,002,001,109,4373462,20151231,20151231,103575.0,2015-0104-005,06-014053,005,3488,,,"POLYGON ((203396.96875 553579, 203415.953125 553578.25, 203415.6875 553572, 203396.65625 553572.875, 203396.96875 553579))",1.5m
06-0000014685,001,003,15.0,8.0,0.0,,001,200,230,10300,120-79대,200,001,002,002,109,4374424,20161220,20161220,47243.0,2016-0104-003,06-014685,005,,,,"POLYGON ((203417.953125 553869.3125, 203418.828125 553868.5625, 203419.8125 553868.125, 203421.21875 553867.5625, 203421.34375 553861.5, 203420.453125 553861.3125, 203418.890625 553860.6875, 203417.78125 553859.5625, 203417.421875 553870.0625, 203417.953125 553869.3125))",
06-0000030826,001,003,0.0,0.0,0.0,,001,200,230,10300,28-17도,200,001,002,002,109,4375132,20161220,20161220,103497.0,2016-0104-003,06-030826,005,,,,"POLYGON ((203252.15625 554416.8125, 203253.859375 554410.8125, 203250.859375 554408.5, 203248.453125 554416.9375, 203248.125 554417.8125, 203252.15625 554416.8125))",
06-0000015140,001,002,,,4.0,006,001,200,230,10900,43-275 공,200,001,002,001,109,5324716,20151231,20151231,108662.0,2015-0104-007,06-015140,004,3472,,,"POLYGON ((206028.704953256 553845.4832873939, 206034.52730502 553847.05084364, 206038.70745500602 553831.00205352, 206033.109039848 553829.434497275, 206028.704953256 553845.4832873939))",1.5m
06-0000016120,001,002,,,4.0,006,001,200,230,11000,82-5 대,200,001,002,001,109,5329401,20151231,20151231,98882.0,2015-0104-007,06-016120,004,3722,,,"POLYGON ((205889.540205812 556268.48681288, 205892.973900442 556260.275803983, 205875.880072826 556253.5577057931, 205872.446378196 556261.843360226, 205889.540205812 556268.48681288))",1.5m
06-0000014886,001,002,0.0,0.0,4.0,006,001,200,230,11000,27-2 철,200,001,002,001,109,5328594,20151231,20151231,38906.0,2015-0104-007,06-014886,004,3365,,,"POLYGON ((205956.109375 556216.75, 205956.234375 556210.4375, 205942.671875 556210.0625, 205942.671875 556216.625, 205956.109375 556216.75))",1.5m
06-0000014520,001,002,15.0,8.0,4.0,006,001,200,230,10400,61-370대,200,006,002,001,109,4394412,20151231,20151231,66292.0,2015-0104-009,06-014520,004,3350,,,"POLYGON ((204403.1875 553823.625, 204417.765625 553809.25, 204412.375 553803.6875, 204397.734375 553817.875, 204403.1875 553823.625))",1.5m
06-0000023537,001,003,,,0.0,,001,200,230,10400,1-1 종,200,001,002,001,109,4394745,20151231,20151231,63597.0,2015-0104-009,06-023537,004,304,,,"POLYGON ((204548.164148677 553988.400650213, 204551.149970096 553989.072460034, 204552.12036205598 553984.2951457651, 204549.134540638 553983.623335945, 204548.164148677 553988.400650213))",
06-0000040762,001,003,,,,,001,200,230,10500,98-4대,200,001,002,002,109,5301542,,,110222.0,2014-0204-006,06-040762,004,,,,"POLYGON ((204948.70312500102 552481.218749872, 204960.84375 552480.84374987, 204960.812500001 552476.937499869, 204948.5703125 552477.29687487, 204948.70312500102 552481.218749872, 204948.70312500102 552481.218749872))",
06-0000040753,001,003,,,,,001,200,230,10500,162-2대,200,001,002,002,109,5300184,,,110213.0,2014-0204-006,06-040753,004,,,,"POLYGON ((204752.71875 552169.687499871, 204754.203125 552171.343749871, 204759.953125 552165.4687498689, 204758.49999999898 552163.93749987, 204752.71875 552169.687499871, 204752.71875 552169.687499871))",
06-0000040748,001,003,,,,,001,200,230,10500,476-14대,200,001,002,002,109,4390993,,,110208.0,2014-0204-006,06-040748,004,,,,"POLYGON ((204665.937500001 552247.406249869, 204666.71875 552251.406249866, 204674.796875 552243.265624868, 204671.10937500102 552242.4531248669, 204665.937500001 552247.406249869, 204665.937500001 552247.406249869))",
06-0000014186,001,002,,,4.0,006,001,200,230,10700,산1-145임,200,001,002,001,109,4384281,20151231,20151231,100272.0,2015-0104-011,06-014186,005,168,,,"POLYGON ((203794.96875 554155.0624998681, 203808.35937500102 554156.187499869, 203810.713094715 554150.7108363169, 203795.515625 554149.812499871, 203794.96875 554155.0624998681))",1.5m
06-0000015761,001,002,,,4.0,006,001,200,230,10700,204-1묘,200,001,002,001,109,43842715,20181130,20181130,66289.0,2018-0207-091,06-015761,005,168,,,"POLYGON ((203827.05923202 554123.7409460429, 203824.67057488 554122.84519961, 203822.505854359 554121.50157997, 203820.86365258103 554119.78473266, 203818.99874915 554142.798409173, 203825.79149287 554142.126599351, 203827.05923202 554123.7409460429))",1.5m
06-0000014669,001,002,,,4.0,006,001,200,230,10800,346-99 종,200,001,002,001,109,5305546,20151231,20151231,52570.0,2015-0104-011,06-014669,004,48,,,"POLYGON ((204923.9305673 554498.4619897, 204934.48128478 554483.891670842, 204929.95858201 554479.65192336, 204919.80556729902 554493.7119897009, 204923.9305673 554498.4619897))",1.5m
06-0000014847,001,002,0.0,0.0,4.0,006,001,200,230,10400,103-516대,200,001,002,001,109,4393744,20151231,20151231,74832.0,2015-0104-011,06-014847,004,3408,,,"POLYGON ((204527.00735489 553463.346357701, 204524.70541319 553464.505678411, 204523.20712486102 553467.500399582, 204531.20010952 553479.9621056289, 204535.36316199 553480.65723118, 204537.26731642 553479.409279969, 204527.00735489 553463.346357701))",1.5m
06-0000012418,001,003,0.0,0.0,0.0,,001,200,230,10800,1-5 학,200,001,002,001,109,4395684,20151231,20151231,39470.0,2015-0104-011,06-012418,005,7276,,,"POLYGON ((204494.07812500102 554664.999999871, 204496.046874999 554661.187499871, 204480.98437500102 554662.18749987, 204484.46875 554665.62499987, 204494.07812500102 554664.999999871))",
06-0000014956,001,002,15.0,8.0,4.0,006,001,200,230,10200,150-38도,200,001,002,001,109,4362025,20151231,20151231,102890.0,2015-0104-005,06-014956,005,4530,,,"POLYGON ((202694.0625 552901.4375, 202709.03125 552902.0625, 202709.21875 552896, 202694.515625 552895.375, 202694.0625 552901.4375))",1.5m
06-0000014120,001,004,15.0,8.0,0.0,001,001,200,230,10400,59-19대,200,006,002,001,109,5302961,20151231,20151231,99506.0,2015-0104-003,06-014120,005,565,,,"POLYGON ((205136.242160915 553091.726532841, 205132.39700498502 553095.211083211, 205136.470506849 553099.74491636, 205140.224957788 553096.111906645, 205136.242160915 553091.726532841))",1m
06-0000014965,001,002,,,4.0,006,001,200,230,10200,138-29대,200,001,002,001,109,43620710,20151231,20151231,93348.0,2015-0104-005,06-014965,005,362,,,"POLYGON ((202699.365637451 553113.77288799, 202685.3452045 553109.19590756, 202684.82268575 553114.86896826, 202699.29099191402 553119.52059422, 202699.365637451 553113.77288799))",1.5m
06-0000014703,001,002,15.0,8.0,4.0,006,001,200,230,10200,1157학,200,001,002,001,109,4352993,20151231,20151231,27293.0,2015-0104-005,06-014703,005,4527,,,"POLYGON ((202660.640625 553246.75, 202663.6875 553247.875, 202666.375 553236, 202662.78125 553236.8125, 202660.640625 553246.75))",1.5m
06-0000037304,001,003,,,0.0,,001,200,230,10200,103-18대,200,001,002,001,109,43538710,20151231,20151231,92555.0,2015-0104-005,06-037304,005,,,,"POLYGON ((202609.251829149 553615.331450432, 202611.01178261 553615.08002851, 202610.679930982 553611.436587426, 202608.874696271 553611.811543512, 202609.251829149 553615.331450432))",
06-0000014526,001,002,0.0,0.0,4.0,006,001,200,230,10300,86-132대,200,001,002,002,109,43539810,20151231,20151231,64700.0,2015-0104-005,06-014526,005,7741,,,"POLYGON ((202648.578124999 553686.374999869, 202652.343750001 553684.937499869, 202652.218750001 553674.12499987, 202648.32812500102 553673.68749987, 202648.578124999 553686.374999869))",1.5m
06-0000040766,001,003,,,,,001,200,230,10500,105-1학,200,001,002,001,109,53011310,,,110226.0,2014-0204-006,06-040766,004,6975,,,"POLYGON ((204757.28125 552423.062499869, 204757.27343750102 552423.031249869, 204758.33593750102 552425.906249868, 204772.8984375 552420.468749868, 204774.148437499 552416.5937498689, 204757.27343750102 552423.031249869, 204757.28125 552423.062499869))",
06-0000036593,001,002,0.0,0.0,4.0,006,001,200,230,10500,322-15 도,200,001,002,001,109,4391755,,,89873.0,2014-0204-006,06-036593,004,3414,,,"POLYGON ((204550.015625 552529.3125, 204544.671875 552530.9375, 204557.34375 552546.3125, 204560.03125 552541.4375, 204550.015625 552529.3125))",1.5m
06-0000040756,001,003,,,,,001,200,230,10500,243-23대,200,001,002,001,109,5301525,,,110216.0,2014-0204-006,06-040756,004,,,,"POLYGON ((204927.0625 552368.187499867, 204939.359375 552366.156249868, 204938.726562499 552361.7187498689, 204927.289062499 552363.531249868, 204927.0625 552368.187499867, 204927.0625 552368.187499867))",
06-0000040754,001,003,,,,,001,200,230,10500,162-2대,200,001,002,002,109,5300185,,,110214.0,2014-0204-006,06-040754,004,,,,"POLYGON ((204760.21875 552165.156249869, 204766.421875 552171.374999868, 204768.515625 552169.281249871, 204762.492187501 552163.03124987, 204760.21875 552165.156249869, 204760.21875 552165.156249869))",
06-0000040749,001,003,,,,,001,200,230,10500,112-262 도,200,001,002,001,109,5300091,,,110209.0,2014-0204-006,06-040749,004,,,,"POLYGON ((204685.671874999 552246.92187487, 204679.04687500102 552240.60937487, 204674.984375 552243.10937487, 204674.984375 552243.10937487, 204683.546874999 552251.359374869, 204685.671874999 552246.92187487))",
06-0000012300,001,002,0.0,0.0,4.0,006,001,200,230,10600,448대,200,001,002,001,109,5229415,20151231,20151231,99129.0,2015-0104-010,06-012300,004,3347,,,"POLYGON ((205897.18749999898 551316.999999871, 205905.046875 551315.562499869, 205902.39062500102 551300.99999987, 205894.703125 551302.374999868, 205897.18749999898 551316.999999871))",1.5m
06-0000041834,001,003,,,,,001,200,230,10900,1031-450천,200,001,002,001,109,5334339,20160804,20160804,111294.0,,06-041834,004,,,,"POLYGON ((206368.631192922 553914.586608215, 206364.1874063 553916.52330542, 206365.72001704 553920.110377838, 206370.12410363 553918.169593916, 206368.631192922 553914.586608215))",
06-0000039803,001,002,,,4.0,006,001,200,230,10400,558-174도,200,001,002,001,109,4392639,,,109263.0,2012-1108-124,06-039803,004,,,,"POLYGON ((204499.375000001 552919.0624998681, 204499.359374999 552919.0937498689, 204495.953125 552922.656249869, 204501.40625 552930.93749987, 204505.859375 552929.46874987, 204499.359374999 552919.0937498689, 204499.375000001 552919.0624998681))",1.5m
06-0000039804,001,003,,,,,001,200,230,10400,221-4대,200,001,002,001,109,4392726,,,109264.0,2012-1108-124,06-039804,004,,,,"POLYGON ((204549.062499999 552888.312499871, 204562.437500028 552879.856244256, 204558.375000029 552878.356244257, 204549.312500028 552883.9187442571, 204549.062499999 552888.312499871, 204549.062499999 552888.312499871))",
06-0000039800,001,002,,,4.0,006,001,200,230,10400,558-174도,200,001,002,001,109,43926310,,,109260.0,2012-1108-124,06-039800,004,,,,"POLYGON ((204509.593750001 552931.031249868, 204513.5625 552933.56249987, 204522.812500002 552928.12499987, 204522.671874999 552923.12499987, 204509.593750001 552931.031249868, 204509.593750001 552931.031249868))",1.5m
06-0000039798,001,002,,,4.0,006,001,200,230,10400,558-198대,200,001,002,001,109,4392745,,,109258.0,2012-1108-124,06-039798,004,,,,"POLYGON ((204562.007812498 552992.07812487, 204553.5078125 552997.70312487, 204556.4453125 553002.2031248689, 204564.765625 552996.65624987, 204562.007812498 552992.07812487))",1.5m
06-0000039791,001,002,,,4.0,006,001,200,230,10400,209-30대,200,001,002,001,109,4392977,,,109251.0,2012-1108-124,06-039791,004,,,,"POLYGON ((204637.0859375 553108.09374974, 204646.52343750102 553121.71874974, 204648.15624999898 553117.06249974, 204641.562499999 553107.5312497381, 204637.0859375 553108.09374974, 204637.0859375 553108.09374974))",1.5m
06-0000029301,001,003,0.0,0.0,,,001,200,230,10600,727-639천,200,001,002,001,109,5343122,20171130,20171130,43736.0,2015-0202-004,06-029301,004,276,,,"POLYGON ((206735.5 553393.75, 206735.5 553393.75, 206734.59375 553393.625, 206733.640625 553393.4375, 206732.6875 553401.1875, 206736.046875 553401.5625, 206737.0625 553394, 206735.5 553393.75))",
06-0000014116,001,004,15.0,8.0,0.0,,001,200,230,10200,47-1도,200,006,002,001,109,4372421,,,51606.0,2013-0104-002,06-014116,004,,,,"POLYGON ((203387.53125 552866.5, 203391.46875 552862.125, 203389.984375 552853.84375, 203388.34375 552855.625, 203385.75 552856.28125, 203387.53125 552866.5))",
06-0000033485,001,003,,,0.0,,001,200,230,10200,255-40제,200,001,002,002,109,4351426,20171231,20171231,96532.0,2017-0107-053,06-033485,005,,,,"POLYGON ((202413.656250001 552378.12499987, 202432.714823124 552370.97211198, 202431.02732312403 552366.22211198, 202407.718750001 552375.062499869, 202411.29687500102 552375.74999987, 202412.9375 552376.81249987, 202412.9375 552376.81249987, 202413.656250001 552378.12499987))",
06-0000014668,001,002,,,4.0,006,001,200,230,10800,346-99 종,200,001,002,001,109,5305544,,,53039.0,2013-0104-001,06-014668,005,48,,,"POLYGON ((204955.20105016 554503.3196555211, 204956.246087657 554499.512733217, 204957.397502831 554496.668346163, 204947.187814681 554485.265374079, 204942.809891278 554485.255435947, 204938.331159152 554484.88220827, 204955.20105016 554503.3196555211))",1.5m
06-0000014678,001,004,0.0,0.0,0.0,,001,200,230,10900,57-3대,200,001,002,001,109,5305118,,,105528.0,2013-0104-001,06-014678,005,49,,,"POLYGON ((204767.71686574 554313.42271734, 204772.36819452103 554313.799852113, 204772.493906111 554310.40563921, 204768.282567889 554309.90279285, 204767.71686574 554313.42271734))",
06-0000029297,001,003,0.0,0.0,0.0,,001,200,230,10600,1049-12천,200,001,002,002,109,53338210,,,29663.0,2014-0104-008,06-029297,004,5730,,,"POLYGON ((206594.781250001 553372.4374998681, 206595.12499999898 553375.68749987, 206601.625000001 553378.687499871, 206604.078125 553376.87499987, 206594.781250001 553372.4374998681))",
06-0000014010,001,002,0.0,0.0,4.0,006,001,200,230,10500,374-13 도,200,001,002,001,109,43918812,,,79557.0,2012-1108-124,06-014010,001,89,,,"POLYGON ((204602.109374999 552669.374999871, 204589.95312500102 552654.999999868, 204584.35937500102 552658.374999868, 204597.125 552673.24999987, 204602.109374999 552669.374999871))",1.5m
06-0000039777,001,002,,,4.0,006,001,200,230,10500,457-6대,200,001,002,001,109,4392501,,,109237.0,2012-1108-124,06-039777,004,,,,"POLYGON ((204442.859375 552792.8124998721, 204425.89062500102 552804.874999869, 204426.93749999898 552804.874999868, 204427.812500001 552804.937499869, 204428.765625 552805.06249987, 204429.546874999 552805.249999871, 204430.296875 552805.499999868, 204431.14062500102 552805.8124998681, 204431.921874999 552806.187499869, 204432.578124999 552806.56249987, 204433.265624999 552806.93749987, 204443.140625 552799.999999871, 204442.85937500102 552799.499999871, 204442.656250001 552798.99999987, 204442.453125 552798.3124998681, 204442.29687500102 552797.687499869, 204442.234375 552797.249999869, 204442.203125 552796.68749987, 204442.23437500102 552796.187499869, 204442.296875 552795.1874998681, 204442.500000001 552793.99999987, 204442.859375 552792.8124998721))",1.5m
06-0000014515,001,003,,,0.0,,001,200,230,10100,92-34도,200,001,002,002,109,4351034,20171231,20171231,84369.0,2017-0107-053,06-014515,005,,,,"POLYGON ((202203.19318808801 552453.5730132151, 202209.755688088 552451.135513214, 202208.443188087 552448.010513215, 202208.630688089 552446.260513215, 202200.505688089 552449.135513214, 202202.005688089 552449.948013214, 202203.19318808801 552453.5730132151))",
06-0000040079,001,002,,,2.0,006,001,200,230,10500,19-70도,200,001,002,001,109,5209789,,,109539.0,2013-0407-002,06-040079,004,,,,"POLYGON ((205048.57812500102 551676.7031248689, 205044.95312500102 551672.5781248681, 205035.578125 551678.265624868, 205035.578125 551678.265624868, 205038.26562500102 551682.828124869, 205048.57812500102 551676.7031248689))",1.5m
06-0000014583,001,002,0.0,0.0,4.0,006,001,200,230,10600,95-1대,200,001,002,001,109,5322797,20170915,20170915,108141.0,2016-0207-039,06-014583,004,252,,,"POLYGON ((206056.265625 553227.75, 206055 553251.625, 206056.203125 553251.5625, 206057.171875 553250.875, 206058.546875 553250, 206061.25 553249, 206062.265625 553228.1875, 206056.265625 553227.75))",1.5m
06-0000014582,001,002,,,4.0,006,001,200,230,10600,95-9대,200,001,002,001,109,5323703,20170915,20170915,108666.0,2016-0207-039,06-014582,004,252,,,"POLYGON ((206053.676470186 553259.08270569, 206054.30147018502 553252.77020569, 206035.113970186 553251.95770569, 206034.86397018502 553258.08270569, 206053.676470186 553259.08270569))",1.5m
06-0000013849,001,003,15.0,8.0,0.0,,001,200,230,10600,329-3대,200,006,002,001,109,5331651,20151231,20151231,77926.0,2015-0104-006,06-013849,005,3423,,,"POLYGON ((206523.227737512 552531.5893656779, 206523.475548705 552534.553994801, 206530.36044468 552533.95356081, 206530.11263348602 552530.988931687, 206523.227737512 552531.5893656779))",
